ticker,company name,short name
DHT,DHT Holdings,DHT
DHX,DHI Group,DHI
DHXM,DHX Media.,DHX Media
DHY,Credit Suisse High Yield Bond Fund,Credit Suisse High Yield Bond Fund
DIA,SPDR Dow Jones Industrial Average,SPDR Dow Jones Industrial Average
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund of Beneficial Interest,Nuveen Dow 30SM Dynamic Overwrite Fund of Beneficial Interest
DIG,ProShares Ultra Oil & Gas,ProShares Ultra Oil & Gas
DIM,WisdomTree International MidCap Dividend Fund,WisdomTree International MidCap Dividend Fund
DIN,Dine Brands Global,Dine Brands Global
DIOD,Diodesrporated,Diodes Incorporated
DIS,The Walt Disneypany,The Walt Disney Company
DISCA,Discovery Series Amon Stock,Discovery Series Common Stock
DISCB,Discovery Series Bmon Stock,Discovery Series B Common Stock
DISCK,Discovery,Discovery
DISH,DISH Network,DISH Network
DIT,AMCON Distributingpany,AMCON Distributing Company
DJCI,E-TRACS Linked to the Bloombergmodity Index Total Return due October 31 2039,E-TRACS Linked to the Bloomberg Commodity Index Total Return due October 31 2039
DJCO,Daily Journalp. (S.C.),Daily Journal (S.C.)
DJP,iPath Bloombergmodity Index Total Return ETN,iPath Bloomberg Commodity Index Total Return ETN
DK,Delek US Holdings,Delek US
DKL,Delek Logistics Partners L.P. representing Limited Partner Interests,Delek Logistics Partners representing Limited Partner Interests
DKS,Dick's Sporting Goods,Dick's Sporting Goods
DL,China Distance Education Holdings Limited American Depositary Shares,China Distance Education Limited American Depositary Shares
DLA,Delta Apparel,Delta Apparel
DLB,Dolby Laboratories,Dolby Laboratories
DLBS,iPath US Treasury Long Bond Bear ETN,iPath US Treasury Long Bond Bear ETN
DLHC,DLH Holdingsp.,DLH
DLN,WisdomTree U.S. LargeCap Dividend Fund,WisdomTree U.S. LargeCap Dividend Fund
DLNG,Dynagas LNG Partners LP,Dynagas LNG Partners
DLPH,Delphi PLC,Delphi PLC
DLPN,Dolphin Entertainment,Dolphin Entertainment
DLR,Digital Realty Trust,Digital Realty Trust
DLS,WisdomTree International SmallCap Fund,WisdomTree International SmallCap Fund
DLTH,Duluth Holdings,Duluth
DLTR,Dollar Tree,Dollar Tree
DLX,Deluxe,Deluxe
DMAC,DiaMedica Therapeutics,DiaMedica Therapeutics
DMB,Dreyfus Municipal Bond Infrastructure Fund,Dreyfus Municipal Bond Infrastructure Fund
DMF,Dreyfus Municipalme,Dreyfus Municipal Income
DMLP,Dorchester Minerals L.P.,Dorchester Minerals
DMO,Western Asset Mortgage Defined Opportunity Fund,Western Asset Mortgage Defined Opportunity Fund
DMPI,DelMar Pharmaceuticals,DelMar Pharmaceuticals
DMRC,Digimarc,Digimarc
DNB,Dun & Bradstreet (The),Dun & Bradstreet (The)
DNBF,DNB Financialp,DNB Financial
DNI,Dividend andme Fund,Dividend and Income Fund
DNJR,Golden Bull Limited,Golden Bull Limited
DNKN,Dunkin' Brands Group,Dunkin' Brands
DNL,WisdomTree Global ex-US Quality Dividend Growth Fund,WisdomTree Global ex-US Quality Dividend Growth Fund
DNLI,Denali Therapeutics,Denali Therapeutics
DNN,Denison Minesp (Canada),Denison Mines (Canada)
DNOW,NOW,NOW
DNP,DNP Selectme Fund,DNP Select Income Fund
DNR,Denbury Resources,Denbury Resources
DO,Diamond Offshore Drilling,Diamond Offshore Drilling
DOC,Physicians Realty Trust of Beneficial Interest,Physicians Realty Trust of Beneficial Interest
DOCU,DocuSign,DocuSign
DOD,Deutsche Bank AG ELEMENTS Dogs of the Dow Total Return Index Note ELEMENTS Dogs of the Dow Linked to the Dow Jones High Yield Select 10 Total Return Index due N,Deutsche Bank AG ELEMENTS Dogs of the Dow Total Return Index Note ELEMENTS Dogs of the Dow Linked to the Dow Jones High Yield Select 10 Total Return Index due N
DOG,ProShares Short Dow30,ProShares Short Dow30
DOGZ,Dogness (International),Dogness (International)
DOL,WisdomTree International LargeCap Dividend Fund,WisdomTree International LargeCap Dividend Fund
DOMO,Domo,Domo
DON,WisdomTree U.S. MidCap Dividend Fund,WisdomTree U.S. MidCap Dividend Fund
DOO,WisdomTree International Dividend Top 100 Fund,WisdomTree International Dividend Top 100 Fund
DOOO,BRP,BRP
DOOR,Masonite International (Canada),Masonite International (Canada)
DORM,Dorman Products,Dorman Products
DOV,Dover,Dover
DOVA,Dova Pharmaceuticals,Dova Pharmaceuticals
DOX,Amdocs Limited,Amdocs Limited
DPG,Duff & Phelps Global Utilityme Fund,Duff & Phelps Global Utility Income Fund
DPLO,Diplomat Pharmacy,Diplomat Pharmacy
DPW,DPW Holdings,DPW
DPZ,Domino's Pizza,Domino's Pizza
DQ,DAQO New Energyp. American Depositary Shares each representing five,DAQO New Energy American Depositary Shares each representing five
DRAD,Digirad,Digirad
DRD,DRDGOLD Limited American Depositary Shares,DRDGOLD Limited American Depositary Shares
DRE,Duke Realty,Duke Realty
DRH,Diamondrock Hospitalitypany,Diamondrock Hospitality Company
DRI,Darden Restaurants,Darden Restaurants
DRIO,DarioHealthp.,DarioHealth
DRN,Direxion Daily Real Estate Bull 3x Shares,Direxion Daily Real Estate Bull 3x Shares
DRNA,Dicerna Pharmaceuticals,Dicerna Pharmaceuticals
DRQ,Dril-Quip,Dril-Quip
DRR,Market Vectors Double Short Euro ETN,Market Vectors Double Short Euro ETN
DRRX,DURECT,DURECT
DRW,WisdomTree Global ex-US Real Estate Index,WisdomTree Global ex-US Real Estate Index
DRYS,DryShips,DryShips
DS,Drive Shack,Drive Shack
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,Duff & Phelps Select MLP and Midstream Energy Fund
DSGX,The Descartes Systems Group,The Descartes Systems
DSI,iShares MSCI KLD 400 Social,iShares MSCI KLD 400 Social
DSKE,Daseke,Daseke
DSL,DoubleLineme Solutions Fund of Beneficial Interests,DoubleLine Income Solutions Fund of Beneficial Interests
DSM,Dreyfus Strategic Municipal Bond Fund,Dreyfus Strategic Municipal Bond Fund
DSPG,DSP Group,DSP
DSS,Document Security Systems,Document Security Systems
DSU,Blackrock Debt Strategies Fund,Blackrock Debt Strategies Fund
DSUM,Invesco Chinese Yuan Dim Sum Bond,Invesco Chinese Yuan Dim Sum Bond
DSW,DSW,DSW
DSWL,Deswell Industries,Deswell Industries
DSX,Diana Shipping inc.,Diana Shipping
DTD,WisdomTree U.S. Total Dividend Fund,WisdomTree U.S. Total Dividend Fund
DTE,DTE Energypany,DTE Energy Company
DTEA,DAVIDsTEA,DAVIDsTEA
DTF,DTF Tax-Freeme,DTF Tax-Free Income
DTH,WisdomTree International High Dividend Fund,WisdomTree International High Dividend Fund
DTN,WisdomTree U.S. Dividend ex-Financials Fund,WisdomTree U.S. Dividend ex-Financials Fund
DTO,DB Crude Oil Double Short ETN due June 1 2038,DB Crude Oil Double Short ETN due June 1 2038
DTSS,Datasea,Datasea
DTUL,iPath US Treasury 2 Yr Bull ETN,iPath US Treasury 2 Yr Bull ETN
DTUS,iPath US Treasury 2-year Bear ETN,iPath US Treasury 2-year Bear ETN
DTYL,iPath US Treasury 10 Year Bull ETN,iPath US Treasury 10 Year Bull ETN
DTYS,iPath US Treasury 10-year Bear ETN,iPath US Treasury 10-year Bear ETN
DUC,Duff & Phelps Utility &porate Bond Trust,Duff & Phelps Utility & Corporate Bond Trust
DUK,Duke Energy (Holdingpany),Duke Energy (Holding Company)
DVA,DaVita,DaVita
DVAX,Dynavax,Dynavax
DVCR,Diversicare Healthcare Services,Diversicare Healthcare Services
DVD,Dover Motorsports,Dover Motorsports
DVN,Devon Energy,Devon Energy
DVY,iShares Select Dividend ETF,iShares Select Dividend ETF
DVYA,iShares Asia / Pacific Dividend 30 Index Fund Exchange Traded Fund,iShares Asia / Pacific Dividend 30 Index Fund Exchange Traded Fund
DVYE,iShares Emerging Markets Dividend Index Fund Exchange Traded Fund,iShares Emerging Markets Dividend Index Fund Exchange Traded Fund
DWAQ,Invesco DWA NASDAQ Momentum ETF,Invesco DWA NASDAQ Momentum ETF
DWDP,DowDuPont,DowDuPont
DWM,WisdomTree International Equity Fund,WisdomTree International Equity Fund
DWPP,First Trust Dorsey Wright People's Portfolio ETF,First Trust Dorsey Wright People's Portfolio ETF
DWSN,Dawson Geophysicalpany,Dawson Geophysical Company
DWX,SPDR S&P International Dividend,SPDR S&P International Dividend
DX,Dynex Capital,Dynex Capital
DXC,DXC Technologypany,DXC Technology Company
DXCM,DexCom,DexCom
DXD,ProShares UltraShort Dow30,ProShares UltraShort Dow30
DXF,Dunxin Financial Holdings Limited American Depositary Shares,Dunxin Financial Limited American Depositary Shares
DXJ,WisdomTree Japan Hedged Equity Fund,WisdomTree Japan Hedged Equity Fund
DXLG,Destination XL Group,Destination XL
DXPE,DXP Enterprises,DXP Enterprises
DXR,Daxor,Daxor
DXYN,The Dixie Group,The Dixie
DY,Dycom Industries,Dycom Industries
DYNT,Dynatronics,Dynatronics
DYSL,Dynasil of America,Dynasil of America
DYY,DBmodity Double Long ETN due April 1 2038,DB Commodity Double Long ETN due April 1 2038
DZK,Direxion Developed Markets Bull 3x Shares,Direxion Developed Markets Bull 3x Shares
DZSI,DASAN Zhone Solutions,DASAN Zhone Solutions
DZZ,DB Gold Double Short ETN due February 15 2038,DB Gold Double Short ETN due February 15 2038
E,ENI S.p.A.,ENI S.p.A.
EA,Electronic Arts,Electronic Arts
EAD,Wells Fargome Opportunities Fund,Wells Fargo Income Opportunities Fund
EAF,GrafTech International.,GrafTech International
EAGL,Platinum Eagle Acquisitionp.,Platinum Eagle Acquisition
EARN,Ellington Residential Mortgage REIT of Beneficial Interest,Ellington Residential Mortgage REIT of Beneficial Interest
EARS,Auris Medical Holding AG,Auris Medical Holding AG
EAST,Eastside Distilling,Eastside Distilling
EAT,Brinker International,Brinker International
EB,Eventbrite Class A,Eventbrite
EBAY,eBay,eBay
EBF,Ennis,Ennis
EBIX,Ebix,Ebix
EBMT,Eagle Bancorp Montana,Eagle Bancorp Montana
EBND,SPDR Bloomberg Barclays Emerging Markets Local Bond,SPDR Bloomberg Barclays Emerging Markets Local Bond
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one),Centrais Electricas Brasileiras S American Depositary Shares (Each representing one)
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobr?!s American Depositary Shares (Each representing one Preferred Share),Centrais Electricas Brasileiras S.A.- Eletrobr?!s American Depositary Shares (Each representing one Preferred Share)
EBS,Emergent Biosolutions,Emergent Biosolutions
EBSB,Meridian Bancorp,Meridian Bancorp
EBTC,Enterprise Bancorp,Enterprise Bancorp
EC,Ecopetrol S.A. American Depositary Shares,Ecopetrol S.A. American Depositary Shares
ECA,Encana,Encana
ECC,Eagle Point Creditpany,Eagle Point Credit Company
ECF,Ellsworth Growth andme Fund.,Ellsworth Growth and Income Fund
ECH,iShares MSCI Chile,iShares MSCI Chile
ECHO,Echo Global Logistics,Echo Global Logistics
ECL,Ecolab,Ecolab
ECNS,iShares MSCI China Small-Cap,iShares MSCI China Small-Cap
ECOL,US Ecology,US Ecology
ECOM,ChannelAdvisor,ChannelAdvisor
ECON,Columbia Emerging Marketssumer,Columbia Emerging Markets Consumer
ECOR,electroCore,electroCore
ECPG,Encore Capital Group,Encore Capital
ECR,Eclipse Resources,Eclipse Resources
ECT,ECA Marcellus Trust I of Beneficial Interest,ECA Marcellus Trust I of Beneficial Interest
ED,Consolidated Edison,Consolidated Edison
EDAP,EDAP TMS S.A.,EDAP TMS S.A.
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund,Morgan Stanley Emerging Markets Domestic Debt Fund
EDF,Stone Harbor Emerging Marketsme Fund of Beneficial Interest,Stone Harbor Emerging Markets Income Fund of Beneficial Interest
EDGE,Edge Therapeutics,Edge Therapeutics
EDI,Stone Harbor Emerging Markets Totalme Fund of Beneficial Interests,Stone Harbor Emerging Markets Total Income Fund of Beneficial Interests
EDIT,Editas Medicine,Editas Medicine
EDIV,SPDR S&P Emerging Markets Dividend,SPDR S&P Emerging Markets Dividend
EDN,Empresa Distribuidora Yercializadora Norte S.A. (Edenor) Empresa Distribuidora Yercializadora Norte S.A. (Edenor) American Depositary Shares,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares
EDNT,Edison Nation,Edison Nation
EDRY,EuroDry.,EuroDry
EDTX,EdtechX Holdings Acquisitionp.,EdtechX Acquisition
EDTXU,EdtechX Holdings Acquisitionp. Unit,EdtechX Acquisition Unit
EDU,New Oriental Education & Technology Group Sponsored ADR representing 1 (Cayman Islands),New Oriental Education & Technology Sponsored representing 1 (Cayman Islands)
EDUC,Educational Development,Educational Development
EDV,Vanguard Extended Duration Treasury,Vanguard Extended Duration Treasury
EE,El Pasoectricpany,El Pasoectric Company
EEA,The European Equity Fund,The European Equity Fund
EEB,Invesco BRIC,Invesco BRIC
EEFT,Euronet Worldwide,Euronet Worldwide
EEH,Aktiebolaget Svensk Exportkredit (Swed Ex Credp) Elements (SM) Linked to the SPECTRUM Large Cap U.S. Sector Momentum Index developed by BNP Paribas due Augu,Aktiebolaget Svensk Exportkredit (Swed Ex Cred Corp) Elements (SM) Linked to the SPECTRUM Large Cap U.S. Sector Momentum Index developed by BNP Paribas due Augu
EEI,Ecology and Environment,Ecology and Environment
EELV,Invesco S&P Emerging Markets Low Volatility,Invesco S&P Emerging Markets Low Volatility
EEM,iShares MSCI Emerging Index Fund,iShares MSCI Emerging Index Fund
EEMA,iShares MSCI Emerging Markets Asia ETF,iShares MSCI Emerging Markets Asia ETF
EEMO,Invesco S&P Emerging Markets Momentum,Invesco S&P Emerging Markets Momentum
EEMS,Ishares MSCI Emerging Markets Small Cap Index Fund,Ishares MSCI Emerging Markets Small Cap Index Fund
EEMV,iShares Edge MSCI Min Vol Emerging Markets,iShares Edge MSCI Min Vol Emerging Markets
EES,WisdomTree U.S. SmallCap Earnings Fund,WisdomTree U.S. SmallCap Earnings Fund
EET,ProShares Ultra MSCI Emerging Markets,ProShares Ultra MSCI Emerging Markets
EEV,ProShares UltraShort MSCI Emerging Markets,ProShares UltraShort MSCI Emerging Markets
EEX,Emerald Expositions Events,Emerald Expositions Events
EFA,iShares MSCI EAFE,iShares MSCI EAFE
EFAV,iShares Edge MSCI Min Vol EAFE,iShares Edge MSCI Min Vol EAFE
EFBI,Eagle Financial Bancorp,Eagle Financial Bancorp
EFC,Ellington Financial LLC representing Limitied Liabilitypany Interests no par valu,Ellington Financial LLC representing Limitied Liability Company Interests no par valu
EFF,Eaton vance Floating-Rateme Plus Fund of Beneficial Interest,Eaton vance Floating-Rate Income Plus Fund of Beneficial Interest
EFG,iShares MSCI EAFE Growth,iShares MSCI EAFE Growth
EFII,Electronics for Imaging,Electronics for Imaging
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust of Beneficial Interest,Eaton Vance Floating-Rate 2022 Target Term Trust of Beneficial Interest
EFO,ProShares Ultra MSCI EAFE,ProShares Ultra MSCI EAFE
EFOI,Energy Focus,Energy Focus
EFR,Eaton Vance Senior Floating-Rate Fund of Beneficial Interest,Eaton Vance Senior Floating-Rate Fund of Beneficial Interest
EFSC,Enterprise Financial Services,Enterprise Financial Services
EFT,Eaton Vance Floating Rateme Trust of Beneficial Interest,Eaton Vance Floating Rate Income Trust of Beneficial Interest
EFV,iShares MSCI EAFE Value,iShares MSCI EAFE Value
EFX,Equifax,Equifax
EFZ,ProShares Short MSCI EAFE,ProShares Short MSCI EAFE
EGAN,eGain,eGain
EGBN,Eagle Bancorp,Eagle Bancorp
EGF,Blackrock Enhanced Government Fund,Blackrock Enhanced Government Fund
EGHT,8x8,8x8
EGI,Entree Resources.,Entree Resources
EGIF,Eagle Growth andme Opportunities Fund of Beneficial Interest,Eagle Growth and Income Opportunities Fund of Beneficial Interest
EGLE,Eagle Bulk Shipping,Eagle Bulk Shipping
EGO,Eldorado Gold,Eldorado Gold
EGOV,NIC,NIC
EGP,EastGroup Properties,EastGroup Properties
EGRX,Eagle Pharmaceuticals,Eagle Pharmaceuticals
EGY,VAALCO Energy,VAALCO Energy
EHC,Encompass Health,Encompass Health
EHI,Western Asset Global Highme Fund,Western Asset Global High Income Fund
EHIC,eHi Car Services Limited American Depositary Shares,eHi Car Services Limited American Depositary Shares
EHT,Eaton Vance Highme 2021 Target Term Trust of Beneficial Interest,Eaton Vance High Income 2021 Target Term Trust of Beneficial Interest
EHTH,eHealth,eHealth
EIDO,iShares MSCI Indonesia,iShares MSCI Indonesia
EIDX,Eidos Therapeutics,Eidos Therapeutics
EIG,Employers Holdings,Employers
EIGI,Endurance International Group Holdings,Endurance International
EIGR,Eiger BioPharmaceuticals,Eiger BioPharmaceuticals
EIM,Eaton Vance Municipal Bond Fund of Beneficial Interest $.01 par value,Eaton Vance Municipal Bond Fund of Beneficial Interest $.01 par value
EIRL,iShares Trust MSCI Ireland,iShares Trust MSCI Ireland
EIS,iSharesMSCI Israel,iShares MSCI Israel
EIV,Eaton Vance Municipal Bond Fund II of Beneficial Interest $.01 Par Value,Eaton Vance Municipal Bond Fund II of Beneficial Interest $.01 Par Value
EIX,Edison International,Edison International
EKSO,Ekso Bionics Holdings,Ekso Bionics
EL,Estee Lauderpanies (The),Estee Lauder Companies (The)
ELAN,Elanco Animal Healthrporated,Elanco Animal Health Incorporated
ELD,WisdomTree Emerging Markets Local Debt Fund,WisdomTree Emerging Markets Local Debt Fund
ELF,e.l.f. Beauty,e.l.f. Beauty
ELGX,Endologix,Endologix
ELLI,Ellie Mae,Ellie Mae
ELLO,Ellomay Capital (Israel),Ellomay Capital (Israel)
ELMD,Electromed,Electromed
ELOX,Eloxx Pharmaceuticals,Eloxx Pharmaceuticals
ELP,Companhia Paranaense de Energia (COPEL),Companhia Paranaense de Energia (COPEL)
ELS,Equity Lifestyle Properties,Equity Lifestyle Properties
ELSE,Electro-Sensors,Electro-Sensors
ELTK,Eltek.,Eltek
ELVT,Elevate Credit,Elevate Credit
ELY,Callaway Golfpany,Callaway Golf Company
EMAG,VanEck Vectors Emerging Markets Aggregate Bond,VanEck Vectors Emerging Markets Aggregate Bond
EMAN,eMagin,eMagin
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,iShares J.P. Morgan USD Emerging Markets Bond ETF
EMCB,WisdomTree Emerging Marketsporate Bond Fund,WisdomTree Emerging Markets Corporate Bond Fund
EMCF,Emclaire Financialp,Emclaire Financial
EMCI,EMC Insurance Group,EMC Insurance
EMD,Western Asset Emerging Markets Debt Fund,Western Asset Emerging Markets Debt Fund
EME,EMCOR Group,EMCOR
EMES,Emerge Energy Services LP representing Limited Partner Interests,Emerge Energy Services representing Limited Partner Interests
EMF,Templeton Emerging Markets Fund,Templeton Emerging Markets Fund
EMIF,iShares S&P Emerging Markets Infrastructure Ix Fd,iShares S&P Emerging Markets Infrastructure Ix Fd
EMITF,Elbit Imaging.,Elbit Imaging
EMKR,EMCORE,EMCORE
EML,Easternpany (The),Eastern Company (The)
EMLC,VanEck Vectors J.P. Morgan EM Local Currency Bond,VanEck Vectors J.P. Morgan EM Local Currency Bond
EMLP,First Trust North American Energy Infrastructure Fund,First Trust North American Energy Infrastructure Fund
EMMS,Emmismunications,Emmis Communications
EMN,Eastman Chemicalpany,Eastman Chemical Company
EMO,ClearBridge Energy Midstream Opportunity Fund,ClearBridge Energy Midstream Opportunity Fund
EMR,Emerson Electricpany,Emerson Electric Company
EMX,EMX Royalty (Canada),EMX Royalty (Canada)
ENB,Enbridge,Enbridge
ENBL,Enable Midstream Partners LP representing limited partner interests,Enable Midstream Partners representing limited partner interests
ENDP,Endo International plc,Endo International plc
ENFC,Entegra Financialp.,Entegra Financial
ENG,ENGlobal,ENGlobal
ENIA,Enel Americas S.A. American Depositary Shares,Enel Americas S.A. American Depositary Shares
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of),Enel Chile S.A. American Depositary Shares (Each representing 50 shares of)
ENLC,EnLink Midstream LLC representing Limited Partner Interests,EnLink Midstream LLC representing Limited Partner Interests
